review_description,rating
برنامج جدا جمييل بصراحه انا جربت برامج ثانيه تتاخر كثيير بتقديم الطلب ومرات ماتجيبه بس هالبرنامج بشهاده راقي بالتعامل و سهل وجميل,positive
عجيب وفي مطعم اسمه ستيرز من افضل المطاعم يوصل بس في ١٠ دقايق,positive
مره حلو بكل الجوالات اللي في بيتنا حقي حق اخوي امي ابوي مرره حلو أنصح كل العالم يحملونه,positive
مره مره مره يجنن احسن من هنقرستيشن وطقتها وربي فنااااان بشكل وفيه محادثات مباشره مع العملاء ويردون ع طول,positive
من اجمل التطبيقات الذي تعاملت معهم مسبقا مع رائعه توصيل سريع عملاء رائعين جدا,positive
رائع ولكن التحديث الجديد لا يتوفر به تتبع الرحله وشكرا,positive
"ياريت اللغه العربيه فى اسرع وقت وهل فى من حلوان الى مدينه نصر وموعد الوصول 
فى مدينه نصر الساعه ٩ ونص صباحا وياريت الرد السريع",positive
مره حلو التطبيق انا اعطيته خمس نجوم وصلني الطلب بسرعه👍👍,positive
ذوق و فن تعامل و تابيت طلبات في موقت مثالي .. كل الشكر لكم و موفقين .. البحرين,positive
التوصيل سيئ يأخذ وقت اكثر من المحدد والطعام يصل بارد,positive
التطبيق سهل في التعامل لاكن يرجوا تفعيل الكوبونات من المواقع,positive
ممتاز جدا و توصيل اسرع وفر على نفسك عبئ المسافه,positive
والله مره حلوة طلبت و جاني في نفس الوقت م اتأخر ولا ثانية .....دمممممتم😍😍😍😍😍,positive
ممتاز ...لكن عند اختيار الدولة لا يوجد دولة فلسطين لماذا 😔,positive
تطبيق بجنن والخدمة رائعة و بوصل بطريقة مرتبه ولا بكون بارد كمام,positive
Very good app..  The bad thing no picture of food,positive
انه تطبيق بالفعل رائع وأسعاره فى متناول الجميع وهو افضل من تطبيقات فى نفس مجاله,positive
Thank you from the heart for this wonderful application ⚘👍🏼🥰,positive
حلو التطبيق ولكن لا يستلمون الطلب بسرعه يعني في بعض المرات يصل بعد ساعه من أو ساعتان 😠😠😡,positive
انه رائع جدا وذات مطاعم رهيبه انصحكم تجربوه مارح تندمو ❤️❤️❤️❤️❤️❤️❤️,positive
ممتاز جدا جدا جدا جدا رقم التعامل او كود التعامل,positive
اتمنى الكل يحمله الي معي لايك و الي يقول يتأخرون عذي مشكلة المطعم,positive
اداء متميز واقتراح لمزيد من الاصدقاء للتجربة شركة ممتازة شكرا سويقل,positive
المشكله عندي كان بلغه العربيه ودلوقتي انجليزي رجاء تحويله عربي وشكرا,positive
ابي اسال  هالخدمه متاحه عندنا في اليمن     وما هي تسعيره ال (د.ك),positive
من زمان ادور على هاذى التطبيق وينك من زماااان 😢.,positive
"ممتاز ولاكن عندما يتأخر الطلب لارى ردت فعل مناسبه من طلبات تجاه المطعم خاصه 
اذا تأخر الطلب كثير",positive
مصداقيه في التعامل بس نسبه العموله مرتفعه ومرهقه لبعض المجالات,positive
"In my opinion, requests occupy all applications Yes, I love the requests of my family that care about me Thank you very much talabit",positive
تطبيق رائع لكن بعض المطاعم لا تضع صور للطعام و لا تكتب تفاصيل,positive
جيدجدا ونرجو التطوير أكثر والثبات على مساعدة المجتمع دائماً بالعروض والتخفيضات ولكم الأجر والنجاح 🌹,positive
يريت تضيفو خصية دعم أكثر من حساب او تنزلو نسخة تانى من البرنامج,positive
طلبهم ممتاز جدا جدا وطعمهم خيالي مشكورين يعطيكم الف الف عافيه 😻💕,positive
الي يبي يجي بيتنا محنا فايقين نوصل هههه والاكل مجاني,positive
بس يارب خطوط من المهندسين تدخل ل زهراء مدينة نصر,positive
